"","i_qp_.stars","i_qp_.amidine","i_qp_.rotor","i_qp_.rtvFG","i_qp_CNS","r_qp_dipole","r_qp_SASA","r_qp_FOSA","r_qp_FISA","r_qp_PISA","r_qp_WPSA","r_qp_volume","r_qp_donorHB","r_qp_accptHB","r_qp_dip.2.V","r_qp_ACxDN..5.SA","r_qp_glob","r_qp_QPpolrz","r_qp_QPlogPC16","r_qp_QPlogPoct","r_qp_QPlogPw","r_qp_QPlogPo.w","r_qp_QPlogS","r_qp_CIQPlogS","r_qp_QPlogHERG","r_qp_QPPCaco","r_qp_QPlogBB","r_qp_QPPMDCK","r_qp_QPlogKp","r_qp_IP.eV.","r_qp_EA.eV.","X.metabol","r_qp_QPlogKhsa","i_qp_HumanOralAbsorption","r_qp_PercentHumanOralAbsorption","r_qp_SAfluorine","r_qp_SAamideO","r_qp_PSA","i_qp_RuleOfFive","i_qp_RuleOfThree","r_qp_Jm"
"315",0,0,4,0,-1,4.955,599.007,271.415,136.84,159.389,31.363,1069.625,1,4,0.0229534,0.0066777,0.8444115,35.606,10.692,15.676,7.709,4.236,-5.225,-5.252,-3.002,126.43,-0.88,99.955,-3.096,8.681,0.989,4,0.427,3,89.366,0,0,91.652,0,0,0.00165779231220103
"316",0,0,10,0,1,6.568,736.062,450.312,51.831,233.919,0,1392.956,1,7.25,0.0309721,0.0098497,0.8194873,45.405,13.379,20.33,9.834,3.85,-2.885,-3.3,-7.021,198.695,0.243,105.568,-4.816,9.132,0.075,4,0.54,3,90.623,0,0,50.045,0,0,0.00814811773118049
"317",0,0,10,0,1,6.793,716.01,434.775,53.11,228.125,0,1374.577,1,7.25,0.0335711,0.0101256,0.8350104,44.614,13.149,20.146,9.755,3.727,-2.533,-3.3,-6.742,193.222,0.25,102.429,-4.86,9.109,-0.013,4,0.499,3,89.683,0,0,49.173,0,0,0.0165760375685836
"318",0,0,8,2,0,4.512,676.856,397.332,135.437,122.727,21.36,1247.874,2,6.2,0.0163171,0.0129542,0.828163,39.821,12.232,19.45,10.383,3.012,-3.86,-4.601,-5.624,128.366,-0.784,77.908,-4.878,8.519,0.575,8,0.435,2,82.316,0,0,104.12,0,1,0.000747457778108164
"319",0,0,8,2,0,1.76,690.956,404.314,132.824,115.551,38.267,1269.491,2,6.2,0.0024405,0.0126898,0.8206054,40.618,12.489,19.575,10.356,3.005,-4.175,-4.601,-5.712,135.904,-0.741,102.562,-4.855,8.53,0.581,8,0.486,2,82.724,0,0,104.433,0,1,0.000381951622876082
"320",0,0,5,0,0,11.189,621.852,127.17,124.547,249.181,120.954,1067.455,2,7,0.1172728,0.0159194,0.8122902,35.735,12.033,20.465,12.521,2.848,-4.837,-4.711,-5.758,652.864,-0.699,1434.764,-2.457,9.041,1.041,1,-0.047,3,94,0,0,87.228,0,0,0.01894602584396
"321",0,0,5,0,-1,5.26,622.055,134.363,127.762,238.083,121.847,1061.883,2,7,0.0260554,0.0159142,0.8091967,35.406,11.927,19.089,12.469,2.779,-4.845,-4.711,-5.755,608.606,-0.74,1344.995,-2.555,9.425,0.892,1,-0.063,3,93.054,0,0,86.375,0,0,0.0148575359920814
"322",0,0,3,0,0,5.381,562.426,367.321,88.172,10.852,96.08,1017.925,1,2.5,0.028443,0.004445,0.8701158,32.761,8.044,13.888,5.045,4.385,-5.539,-5.383,-3.685,1444.654,-0.158,2473.786,-2.818,9.683,0.691,2,0.785,3,100,96.08,0,55.729,0,0,0.00145013570331141
"323",0,0,3,0,0,5.381,562.463,367.308,88.172,10.903,96.08,1017.928,1,2.5,0.0284429,0.0044447,0.8700594,32.761,8.045,13.888,5.046,4.385,-5.54,-5.383,-3.687,1444.651,-0.158,2473.777,-2.818,9.683,0.691,2,0.785,3,100,96.08,0,55.729,0,0,0.00144845023576471
"324",0,0,3,0,0,8.684,554.656,366.826,87.538,9.207,91.084,1015.541,1,2.5,0.074255,0.0045073,0.8809272,32.65,8.08,14.48,5.009,4.355,-5.377,-5.383,-3.503,1464.787,-0.146,2357.707,-2.812,9.835,0.776,2,0.781,3,100,91.084,0,55.404,0,0,0.00213844112170635
"325",0,0,3,0,0,8.684,554.653,366.83,87.538,9.201,91.084,1015.454,1,2.5,0.0742581,0.0045073,0.8808803,32.646,8.079,14.478,5.009,4.355,-5.376,-5.383,-3.503,1464.787,-0.146,2357.706,-2.812,9.835,0.776,2,0.78,3,100,91.084,0,55.404,0,0,0.00213852081896336
"326",2,0,3,2,-2,9.686,509.578,0,342.702,166.876,0,865.411,4,10.5,0.1084068,0.0412105,0.8618584,28.147,10.735,23.022,19.951,-1.72,-2.401,-2.891,-4.563,5.573,-2.693,1.812,-6.96,9.385,2.46,1,-0.757,2,30.225,0,0,181.134,0,1,0.000146746979134282
"327",2,0,3,2,-2,9.873,508.086,0,342.113,165.973,0,863.311,4,10.5,0.1129156,0.0413316,0.8629905,28.054,10.709,23.05,19.937,-1.726,-2.384,-2.891,-4.54,5.645,-2.68,1.837,-6.952,9.363,2.482,1,-0.758,2,30.294,0,0,180.909,0,1,0.000155034064412803
"328",1,0,3,2,-2,9.584,498.06,0,330,168.06,0,860.976,4,10.5,0.1066774,0.0421636,0.8787747,27.981,10.701,22.927,19.845,-1.618,-2.278,-2.891,-4.295,7.354,-2.466,2.445,-6.721,9.363,2.459,1,-0.729,2,32.982,0,0,180.997,0,1,0.000337173721405465
"329",1,0,2,0,-2,6.901,339.861,0,206.996,132.865,0,526.521,2,5,0.0904548,0.0208058,0.9278432,14.902,6.097,11.677,10.262,0.309,-1.163,-1.289,0.282,6.921,-1.16,3.704,-4.674,10.767,1.52,1,-1.065,2,43.794,0,0,106.283,0,1,0.361538312799329
"330",1,0,2,0,-2,7.186,341.927,0,206.044,135.883,0,528.384,2,5,0.0977396,0.0206801,0.924411,15.005,6.096,11.807,10.281,0.323,-1.18,-1.289,0.212,7.066,-1.165,3.788,-4.646,10.688,1.506,1,-1.065,2,44.036,0,0,105.863,0,1,0.362866624897455
"331",1,0,4,0,-2,3.867,548.758,54.323,243.185,251.25,0,924.46,1,5,0.0161779,0.0091115,0.8363274,30.674,10.43,14.853,9.91,1.685,-3.909,-4.506,-5.379,48.952,-1.996,18.974,-4.732,9.205,1.741,3,0.005,3,67.058,0,0,143.228,0,0,0.000810674846442856
"332",1,0,4,0,-2,4.186,547.3,54.729,241.127,251.444,0,922.097,1,5,0.019,0.0091358,0.8371258,30.581,10.396,14.852,9.894,1.686,-3.888,-4.506,-5.367,51.203,-1.972,19.918,-4.694,9.191,1.732,3,-0.001,3,67.408,0,0,142.257,0,0,0.00093901788605343
"333",0,0,2,0,1,4.674,544.308,450.244,23.496,70.568,0,943.257,1,2.5,0.023164,0.004593,0.8545556,30.985,7.86,12.454,5.155,4.055,-4.955,-3.737,-4.222,5930.422,0.228,3388.161,-1.512,8.871,-0.116,4,0.617,3,100,0,0,29.265,0,0,0.0878799451311174
"334",0,0,2,0,1,4.613,539.121,449.756,18.713,70.652,0,940.478,1,2.5,0.0226232,0.0046372,0.8610816,30.874,7.826,12.405,5.11,4.072,-4.861,-3.737,-4.117,6583.299,0.275,3793.068,-1.423,8.898,-0.11,4,0.611,3,100,0,0,28.752,0,0,0.133724438926472
"335",0,0,2,0,1,4.587,538.567,449.209,18.752,70.606,0,940.627,1,2.5,0.0223687,0.004642,0.8620594,30.88,7.832,12.406,5.109,4.073,-4.851,-3.737,-4.101,6577.698,0.275,3789.58,-1.424,8.897,-0.111,4,0.611,3,100,0,0,28.762,0,0,0.136571481418669
"336",0,0,2,0,1,4.712,544.501,451.955,21.923,70.623,0,944.697,1,2.5,0.0235044,0.0045914,0.8551226,31.043,7.866,12.474,5.145,4.076,-4.958,-3.737,-4.213,6137.682,0.243,3516.329,-1.483,8.867,-0.117,4,0.621,3,100,0,0,29.354,0,0,0.093236598592823
"337",1,0,4,0,-2,8.893,564.832,0,254.741,308.459,1.631,959.058,3,9,0.082459,0.0275984,0.8326752,32.605,11.715,21.658,17.286,0.098,-3.118,-3.377,-5.711,38.035,-2.123,14.745,-4.744,9.05,1.882,1,-0.532,2,55.801,0,0,133.891,0,0,0.00451216340245192
"338",0,0,5,0,-2,10.296,561.013,0,225.151,334.088,1.775,958.216,3,8.25,0.1106267,0.0254707,0.8378527,32.174,11.695,21.368,16.291,0.599,-3.064,-3.628,-5.749,72.576,-1.872,29.698,-4.012,9.435,1.57,1,-0.469,3,63.755,0,0,121.648,0,0,0.0275772882293423
"339",0,0,0,0,1,6.597,434.061,246.619,67.503,119.938,0,739.66,0,5,0.0588413,0,0.9112468,24.593,6.628,11.075,6.964,0.832,-0.605,-0.7,-4.266,565.808,0.42,295.729,-4.404,9,1.011,1,-0.572,3,81.084,0,0,44.186,0,0,2.12896314207305
"340",0,0,0,0,1,6.351,427.483,240.483,70.618,116.383,0,728.795,0,5,0.0553492,0,0.9161843,24.124,6.557,10.881,6.945,0.735,-0.481,-0.7,-4.169,528.603,0.401,274.768,-4.474,9.496,0.941,1,-0.604,3,79.99,0,0,46.534,0,0,2.41475934989244
"341",0,0,0,0,1,6.584,425.212,246.939,68.525,109.748,0,732.815,0,5,0.0591471,0,0.9244629,24.221,6.604,10.966,6.88,0.768,-0.437,-0.7,-4.004,553.324,0.427,288.683,-4.458,9.461,1.059,1,-0.592,3,80.538,0,0,45.997,0,0,2.76141625239705
"342",3,0,3,1,0,4.814,355.41,45.406,84.614,225.39,0,546.717,0,2,0.0423956,0,0.9097953,15.952,5.465,6.334,3.991,1.867,-1.599,-1.311,-4.066,1561.365,-0.299,800.765,-1.997,9.505,0.919,0,-0.457,3,95.033,0,0,38.361,0,0,50.9984182707507
"343",0,0,3,2,0,9.968,489.486,194.765,72.021,222.7,0,865.192,0,5.75,0.1148538,0,0.8970838,28.671,8.508,13.76,7.904,1.902,-1.994,-3.135,-4.259,2055.54,-0.214,1077.918,-1.774,9.118,1.099,2,-0.536,3,100,0,0,69.751,0,0,48.8235205323512
"344",0,0,3,2,0,9.968,489.337,194.619,72.021,222.697,0,865.429,0,5.75,0.1148099,0,0.897521,28.681,8.513,13.764,7.903,1.903,-1.991,-3.135,-4.252,2055.553,-0.213,1077.926,-1.774,9.118,1.099,2,-0.535,3,100,0,0,69.751,0,0,49.1411839388414
"345",0,0,5,0,-2,5.898,581.865,100.132,168.364,296.463,16.906,1054.104,1,5.5,0.0330017,0.0094524,0.8608588,35.652,11.674,16.965,10.066,3.395,-5.077,-6.061,-3.39,63.519,-1.211,39.58,-3.098,9.073,1.452,2,0.059,3,79.09,0,0,82.688,0,0,0.00189391885995326
"346",0,0,5,0,-2,5.743,579.225,99.416,164.67,297.713,17.426,1051.954,1,5.5,0.0313583,0.0094954,0.8636056,35.578,11.648,16.911,10.043,3.404,-5.057,-6.061,-3.351,68.855,-1.167,43.47,-3.026,9.062,1.452,2,0.054,3,79.774,0,0,81.943,0,0,0.00247343782432091
"347",0,0,3,0,-1,5.26,514.198,93.306,149.631,271.261,0,869.752,1,3.75,0.0318125,0.0072929,0.8569686,29.318,9.448,13.573,8.316,2.449,-3.837,-4.447,-5.14,377.526,-0.976,172.615,-3.034,9.038,0.744,3,0.144,3,87.406,0,0,85.418,0,0,0.0383153675902362
"348",0,0,3,0,-1,7.567,512.491,93.289,147.705,271.497,0,866.925,1,3.75,0.0660492,0.0073172,0.8579581,29.207,9.412,13.997,8.3,2.445,-3.807,-4.447,-5.125,393.745,-0.955,180.645,-2.997,9.038,0.73,3,0.137,3,87.711,0,0,84.516,0,0,0.0446295180573104
"349",0,0,2,1,0,4.094,473.763,0,94.108,214.689,164.965,770.592,1,4.5,0.0217479,0.0094984,0.8579999,25.451,7.615,12.958,8.473,2.482,-3.78,-3.635,-4.854,1269.028,-0.004,5127.076,-2.306,9.492,1.324,2,-0.206,3,100,88.57,0,61.013,0,0,0.221320381423348
"350",2,0,1,0,0,7.198,451.703,205.698,138.151,107.854,0,760.851,0,5.5,0.068097,0,0.892302,24.683,7.109,11.759,7.676,0.751,-1.734,-2.008,-3.789,485.081,-0.654,226.336,-3.59,9.52,2.143,0,-0.687,3,79.411,0,0,74.823,0,0,1.09658176944583
"351",0,0,6,0,0,4.788,621.966,476.75,94.386,50.83,0,1192.568,2,4.5,0.0192206,0.010232,0.8744213,38.205,10.819,17.801,8.242,4.144,-4.89,-5.685,-3.806,1261.361,-0.621,635.837,-2.504,8.83,0.092,8,0.696,3,100,0,0,72.265,0,1,0.0156816999497529
"352",0,0,8,0,-1,6.518,623.035,321.798,96.272,204.965,0,1064.674,1,5,0.0399087,0.0080252,0.8093385,33.275,10.413,15.085,7.892,3.436,-4.504,-4.373,-5.595,1210.456,-0.898,608.147,-1.804,8.899,0.272,6,0.195,3,100,0,0,71.488,0,0,0.155799412987994
"353",3,0,2,0,1,1.827,477.571,418.597,31.788,27.186,0,848.924,1,0.75,0.003931,0.0015704,0.9079028,26.795,6.988,9.878,3.032,4.05,-4.304,-3.34,-3.152,4948.284,0.186,2785.95,-1.818,9.7,-1.196,3,0.68,3,100,0,0,19.18,0,0,0.167979206986995
"354",0,0,4,1,0,4.013,450.367,285.178,109.806,55.383,0,724.329,1,4.25,0.0222323,0.0094367,0.8660756,20.794,6.206,10.149,6.695,1.374,-2.394,-2.253,-3.963,900.763,-0.654,441.865,-2.964,9.014,0.397,3,-0.361,3,87.875,0,0,73.368,0,0,0.882695438760816
"355",0,0,4,1,0,4.113,448.026,285.159,108.643,54.224,0,721.026,1,4.25,0.0234629,0.0094861,0.8679516,20.651,6.168,10.113,6.674,1.362,-2.358,-2.253,-3.927,923.923,-0.639,454.157,-2.947,8.777,0.309,3,-0.369,3,87.999,0,0,73.096,0,0,1.00597032712793
"356",1,0,3,0,1,4.763,429.651,169.611,58.726,127.279,74.035,681.466,1,1.75,0.0332926,0.0040731,0.8716566,20.407,6.461,9.09,4.571,2.795,-3.283,-2.655,-4.216,2747.888,0.049,3753.346,-1.865,9.296,0.293,2,-0.007,3,100,0,0,37.183,0,0,1.41258112222511
"357",0,0,4,0,1,3.097,686.271,244.977,96.34,217.876,127.078,1250.691,1,9.5,0.007671,0.0138429,0.8180306,43.411,12.279,21.494,13.492,2.688,-3.913,-4.411,-6.242,301.444,0.073,743.783,-4.206,9.411,1.234,1,-0.047,3,87.06,66.679,0,77.455,0,0,0.00346395545723784
"358",3,0,4,0,0,1.436,469.674,398.47,0,71.204,0,773.433,0,2.25,0.0026664,0,0.8675951,22.91,5.837,7.579,2.668,2.88,-3.934,-3.934,-4.014,9906.038,-0.039,5899.293,-0.885,8.245,0.067,4,0.092,3,100,0,0,22.22,0,0,3.16088509726034
"359",3,0,2,0,0,4.18,637.53,83.26,114.795,168.799,270.675,1089.67,1,5.5,0.0160343,0.008627,0.8032689,37.782,9.392,18.166,9.718,4.244,-6.734,-6.543,-5.52,807.784,-0.079,10000,-2.849,9.605,2.551,1,0.415,1,100,225.458,0,80.585,0,1,0.000110268075070312
"360",0,0,2,0,0,5.03,580.122,320.566,52.586,206.97,0,1017.52,1,4.5,0.0248654,0.007757,0.8433504,35.26,9.712,15.402,8.337,3.664,-4.902,-4.221,-5.054,3142.122,-0.05,1705.254,-1.568,8.645,0.679,2,0.435,3,100,0,0,55.864,0,0,0.101428728088817
"361",0,0,5,0,0,10.41,601.152,87.869,97.545,415.738,0,1051.731,2,4.5,0.1030413,0.0105863,0.8319889,36.696,12.034,18.862,10.916,3.647,-4.694,-4.725,-6.233,1177.273,-0.677,590.147,-1.373,8.654,1.093,3,0.345,3,100,0,0,74.984,0,0,0.270587698350415
"362",7,0,0,0,-1,6.258,263.671,21.349,106.095,0,136.226,370.784,1,2,0.1056077,0.0075852,0.9466378,8.685,3.624,6.704,4.558,0.974,-0.767,-1.058,-0.588,247.402,0.108,775.135,-3.475,10.761,0.091,1,-0.857,3,75.485,0,0,50.585,0,0,3.30051009109867
"363",0,0,8,0,-2,11.193,726.818,96.622,215.178,415.018,0,1264.099,2,6.7,0.0991114,0.0130366,0.7779053,43.262,14.965,22.611,13.519,3.254,-5.68,-5.815,-7.105,90.233,-2.289,36.747,-3.255,8.995,1.496,4,0.352,3,80.998,0,0,133.75,0,0,0.000470874101765308
"364",1,0,8,1,0,2.639,590.94,491.132,70.943,28.865,0,982.242,2,6.7,0.0070888,0.0160342,0.8086624,28.294,8.391,14.833,9.584,2.095,-3.405,-2.228,-4.766,2104.503,-0.642,1105.698,-1.957,8.67,-0.351,0,-0.337,3,100,0,0,68.935,0,0,1.10566633584368
"365",1,0,8,1,0,2.8,570.231,470.984,72.915,26.332,0,966.283,2,6.7,0.0081129,0.0166165,0.8289291,27.631,8.268,14.689,9.53,2,-3.07,-2.228,-4.426,2015.812,-0.626,1055.418,-2.002,8.704,-0.301,0,-0.358,3,100,0,0,68.114,0,0,2.15075477136377
"366",1,0,3,0,1,8.889,533.23,36.114,77.223,230.948,188.945,909.933,2,2,0.0868277,0.0053043,0.8516409,30.541,8.999,15.77,7.402,4.35,-5.337,-5.762,-5.034,1834.812,0.137,10000,-1.841,8.522,0.575,1,0.458,3,100,117.441,0,40.196,0,0,0.0216153368800485
"367",1,0,3,0,1,8.341,527.784,36.525,75.317,227.134,188.808,903.894,2,2,0.0769688,0.0053591,0.8566174,30.263,8.921,15.536,7.35,4.321,-5.239,-5.762,-4.935,1912.783,0.162,10000,-1.819,8.544,0.615,1,0.442,3,100,117.301,0,41.289,0,0,0.0284962180471435
"368",0,0,4,1,1,4.167,614.838,522.707,46.017,46.114,0,1093.919,0,5.5,0.0158748,0,0.8350799,35.497,9.02,14.08,6.361,2.962,-3.118,-2.665,-5.147,904.518,0.281,491.046,-3.884,8.678,-0.171,6,0.153,3,100,0,0,48.379,0,0,0.0316266897582584
"369",0,0,4,1,1,4.066,612.693,518.096,47.585,47.012,0,1092.134,0,5.5,0.0151386,0,0.8370915,35.434,9.023,14.064,6.372,2.94,-3.077,-2.665,-5.118,874.09,0.268,473.215,-3.909,8.717,-0.136,6,0.147,3,96.811,0,0,48.603,0,0,0.0327326300800045
"370",0,0,4,1,1,4.043,613.525,527.429,38.452,47.644,0,1090.371,0,5.5,0.0149937,0,0.8350559,35.369,8.944,13.987,6.316,2.993,-3.093,-2.665,-5.154,1066.985,0.353,587.037,-3.739,8.674,-0.173,6,0.142,3,100,0,0,46.291,0,0,0.0467457914546528
"371",0,0,4,1,1,3.943,608.485,509.667,49.782,49.035,0,1087.396,0,5.5,0.0142966,0,0.8404407,35.263,9.013,14.017,6.391,2.897,-2.997,-2.665,-5.074,833.136,0.251,449.296,-3.943,8.688,-0.162,6,0.134,3,96.181,0,0,48.618,0,0,0.0364207600265973
"372",0,0,4,1,1,3.944,608.493,509.672,49.785,49.037,0,1087.404,0,5.5,0.0143019,0,0.8404331,35.264,9.013,14.018,6.391,2.897,-2.998,-2.665,-5.074,833.089,0.251,449.269,-3.943,8.688,-0.162,6,0.134,3,96.181,0,0,48.617,0,0,0.0364038836009163
"373",0,0,4,1,1,4.044,613.522,527.429,38.449,47.643,0,1090.371,0,5.5,0.0149949,0,0.8350604,35.369,8.944,13.987,6.316,2.993,-3.093,-2.665,-5.154,1067.056,0.353,587.079,-3.739,8.674,-0.173,6,0.142,3,100,0,0,46.292,0,0,0.0467587965857057
"374",0,0,4,1,1,4.065,612.672,518.072,47.585,47.015,0,1092.107,0,5.5,0.0151308,0,0.8371056,35.433,9.023,14.063,6.372,2.94,-3.077,-2.665,-5.118,874.085,0.268,473.212,-3.909,8.717,-0.136,6,0.147,3,96.81,0,0,48.603,0,0,0.0327623834734761
"375",0,0,4,1,1,4.168,658.633,546.606,65.912,46.115,0,1136.558,0,5.5,0.0152883,0,0.7996793,37.203,9.562,14.643,6.601,3.102,-3.948,-2.665,-5.719,585.808,0.034,307.044,-4.25,8.678,-0.171,6,0.276,3,94.648,0,0,48.378,0,0,0.00201128479448228
"376",0,0,4,1,1,3.944,605.158,505.727,50.034,49.396,0,1091.517,0,5.5,0.014252,0,0.847195,35.432,9.069,14.103,6.387,2.922,-2.934,-2.665,-4.966,828.566,0.256,446.633,-3.946,8.685,-0.164,6,0.146,3,96.288,0,0,48.614,0,0,0.0417854270117792
"377",0,0,4,1,1,4.058,611.95,525.139,38.903,47.908,0,1086.263,0,5.5,0.0151568,0,0.8351011,35.207,8.91,13.934,6.317,2.963,-3.063,-2.665,-5.155,1056.523,0.349,580.818,-3.746,8.674,-0.173,6,0.13,3,100,0,0,46.065,0,0,0.0492273604031574
"378",0,0,4,1,1,4.063,611.563,525.093,39.051,47.419,0,1086.006,0,5.5,0.0151989,0,0.8354981,35.192,8.905,13.931,6.314,2.96,-3.056,-2.665,-5.146,1053.127,0.348,578.801,-3.751,8.674,-0.172,6,0.13,3,100,0,0,46.056,0,0,0.0495570893294605
"379",0,0,4,1,1,4.229,612.743,519.308,46.722,46.713,0,1088.584,0,5.5,0.0164258,0,0.8352085,35.289,8.979,14.018,6.364,2.923,-3.078,-2.665,-5.147,890.706,0.274,482.946,-3.895,8.67,-0.179,6,0.137,3,96.854,0,0,48.033,0,0,0.0337969710981621
"380",0,0,4,0,0,5.445,552.451,0,71.964,386.78,93.707,975.22,2,2.5,0.0303979,0.0063997,0.8608737,34,10.384,16.243,10.882,3.811,-4,-5.074,-4.253,1202.059,-0.095,3519.61,-1.099,9.619,0.468,2,0.197,3,100,93.707,29.339,43.356,0,0,2.57349139069528
"381",1,0,3,0,-1,4.708,352.155,133.415,218.74,0,0,564.413,4,5,0.0392689,0.0283966,0.937913,14.508,6.212,13.576,12.176,-2.281,-0.461,0.048,0.352,1.336,-0.877,0.692,-7.325,9.421,-0.77,1,-1.038,1,15.838,0,0,120.455,0,1,0.00282913175282893
"382",0,0,0,2,2,2.334,509.497,310.419,26.768,172.31,0,971.594,0,7,0.0056048,0,0.9311358,34.375,9.026,14.858,9.194,1.714,-0.987,-2.973,-4.194,1377.071,0.756,773.437,-3.468,8.92,0.406,4,-0.434,3,93.165,0,0,60.473,0,0,12.3685746863239
"383",0,0,4,0,-1,2.795,378.052,49.085,142.07,186.897,0,601.45,3,3,0.0129924,0.0137445,0.9114792,17.133,6.89,11.441,9.333,-1.151,-0.773,-0.655,-2.774,28.129,-0.419,14.668,-5.158,9.373,-0.351,4,-0.728,2,46.144,0,0,72.912,0,0,0.193407521431511
"384",0,0,3,2,0,4.729,614.064,326.808,98.598,188.658,0,1085.515,0,5.25,0.0206047,0,0.8318441,37.164,10.311,15.105,7.66,3.345,-4.602,-4.261,-5.153,1150.515,-0.567,575.662,-2.384,9.234,0.947,3,0.237,3,100,0,0,75.866,0,0,0.0328012998335506
"385",0,0,1,0,-1,5.655,534.071,426.948,107.124,0,0,1003.385,1,4,0.0318704,0.0074896,0.9075645,33.359,8.756,14.73,6.917,3.7,-4.428,-4.07,-1.22,241.906,-0.364,135.701,-3.398,10.236,-0.898,1,0.397,3,91.271,0,0,65.438,0,0,0.0047593816194671
"386",0,0,1,1,0,6.899,521.101,122.894,126.908,271.299,0,932.49,2,4,0.0510491,0.0108556,0.8858076,33.113,10.269,16.81,12.933,2.126,-2.953,-3.516,-3.299,325.487,-0.575,295.119,-2.807,9.099,0.34,6,-0.008,3,84.364,0,35.163,86.182,0,0,0.515384923348027
"387",1,0,4,0,-1,11.772,590.711,0,152.85,203.092,234.769,997.565,4,3.5,0.1389189,0.0118501,0.8173678,33.14,9.298,21.54,13.593,2.875,-4.847,-5.23,-4.081,241.184,-0.627,3091.416,-3.237,8.947,0.536,4,-0.139,3,86.417,234.769,20.613,89.124,0,0,0.00313615997493892
"388",0,0,7,0,0,4.387,664.69,246.346,28.658,347.443,42.244,1224.718,0,5,0.0157115,0,0.8328559,41.683,11.97,16.52,7.273,5.22,-5.24,-6.23,-5.894,5298.348,-0.03,5110.578,-0.152,8.609,0.611,4,0.539,3,100,42.244,0,46.603,1,0,1.6062162642774
"389",2,0,4,1,0,4.806,433.673,325.616,82.513,25.544,0,695.977,0,2,0.033182,0,0.8757876,19.375,5.347,6.972,2.585,2.32,-2.737,-1.378,-3.664,1634.666,-0.395,841.476,-2.566,9.695,0.329,5,-0.066,3,100,0,0,37.88,0,0,0.757558663321947
"390",1,0,1,0,0,4.597,547.727,1.315,120.225,191.13,235.057,928.825,2,2.75,0.0227546,0.0071004,0.8405366,32.201,7.9,16.292,8.655,4.019,-5.925,-6.24,-5.024,717.473,-0.054,6700.933,-2.966,9.077,0.744,1,0.475,3,100,235.057,0,66.456,0,1,0.000465522872811227
"391",1,0,1,0,0,4.171,547.872,1.298,119.657,191.6,235.317,929.147,2,2.75,0.0187243,0.0070985,0.8405078,32.218,7.901,16.242,8.655,4.027,-5.929,-6.24,-5.026,726.425,-0.049,6813.687,-2.954,9.074,0.82,1,0.475,3,100,235.317,0,66.499,0,1,0.000474639027804292
"392",2,0,13,0,-1,2.27,558.466,410.973,147.492,0,0,901.909,6,5,0.0057142,0.0219305,0.8083697,21.593,8.805,17.52,12.911,-1.211,2,2.893,-7.537,6.137,-0.928,2.723,-7.115,9.314,-2.292,6,-0.811,2,20.997,0,0,83.682,1,1,1.55321004299778
"393",0,0,2,0,1,3.9,482.635,186.481,107.547,188.606,0,874.97,1,7.5,0.0173805,0.0155397,0.9166597,29.379,8.965,15.28,11.306,0.69,-1.043,-1.435,-4.506,236.009,-0.012,114.931,-4.708,9.493,1.581,2,-0.444,2,73.456,0,0,64.034,0,0,0.51746736264208
"394",0,0,2,0,1,5.286,491.257,174.96,121.742,194.372,0.184,879.486,1,7.5,0.0317698,0.015267,0.9036687,29.615,9.065,15.607,11.462,0.616,-1.18,-1.435,-4.744,173.111,-0.152,82.405,-4.949,8.992,1.556,2,-0.442,2,70.617,0,0,63.951,0,0,0.216607087678435
"395",1,0,2,0,2,0.405,603.498,358.855,41.924,202.72,0,1093.592,0,3,0.0001497,0,0.850601,38.263,10.119,13.84,5.349,4.389,-4.538,-4.343,-5.642,989.087,0.455,540.852,-3.449,8.28,0.088,4,0.905,3,100,0,0,46.918,0,0,0.0034728377040518
"396",1,0,2,0,2,0.949,601.111,355.581,42.56,202.97,0,1095.84,0,3,0.0008217,0,0.8551492,38.356,10.156,13.901,5.35,4.399,-4.492,-4.343,-5.57,975.437,0.453,532.789,-3.459,8.093,-0.051,4,0.912,3,100,0,0,44.832,0,0,0.00375904294614279
"397",0,0,2,0,2,4.465,594.092,357.922,39.429,196.741,0,1081.099,0,3,0.0184381,0,0.857475,37.706,9.958,13.893,5.269,4.318,-4.359,-4.343,-5.503,1044.456,0.484,573.651,-3.424,8.011,-0.042,4,0.869,3,100,0,0,43.33,0,0,0.00554425635385063
"398",0,0,2,0,2,4.593,597,360.683,41.682,194.635,0,1088.522,0,3,0.0193783,0,0.8571999,37.983,10.027,14.012,5.277,4.348,-4.414,-4.343,-5.497,994.326,0.463,543.95,-3.473,7.928,-0.115,5,0.891,3,100,0,0,40.327,0,0,0.00436325599283196
"399",0,0,2,0,1,4.58,600.939,358.529,43.859,198.552,0,1094.593,0,3,0.0191609,0,0.854744,38.264,10.121,14.118,5.328,4.377,-4.489,-4.343,-5.555,948.163,0.441,516.705,-3.499,7.931,-0.116,5,0.908,3,100,0,0,40.272,0,0,0.00345801962416853
"400",0,0,2,0,2,4.466,593.99,357.875,39.375,196.739,0,1081.004,0,3,0.0184471,0,0.8575729,37.702,9.957,13.892,5.269,4.317,-4.357,-4.343,-5.501,1045.689,0.485,574.383,-3.423,8.011,-0.041,4,0.869,3,100,0,0,43.333,0,0,0.00558184597044862
"401",1,0,2,0,2,0.975,602.23,356.732,42.456,203.042,0,1096.532,0,3,0.0008673,0,0.8539202,38.384,10.159,13.907,5.352,4.405,-4.514,-4.343,-5.59,977.667,0.453,534.106,-3.457,8.096,-0.049,4,0.914,3,100,0,0,44.194,0,0,0.0035979975786699
